ville,canton,prix_metre_carre_moyen
Silvaplana,GR,0.0
Sion,VS,6153.978924070495
Sirnach,TG,4378.846153846154
Sisseln,AG,0.0
Siviriez,FR,6171.908085106383
Sonceboz-Sombeval,BE,3656.4625850340135
Sonvilier,BE,4489.296636085627
Soral,GE,0.0
Sorengo,TI,0.0
Sorens,FR,7285.446009389671
Sorvilier,BE,0.0
Soyhières,JU,0.0
Spiez,BE,5930.957683741648
Spreitenbach,AG,0.0
St. Gallen,SG,0.0
St. Margrethen,SG,6198.260869565217
St. Moritz,GR,0.0
St. Niklaus,VS,0.0
St. Silvester,FR,6062.441752096925
St. Ursen,FR,0.0
Stabio,TI,5718.414533443435
Stadel,ZH,0.0
Stallikon,ZH,0.0
Stans,NW,12063.636363636364
Stansstad,NW,11769.23076923077
Starrkirch-Wil,SO,5208.333333333333
Staufen,AG,0.0
Steckborn,TG,0.0
Steffisburg,BE,6650.246305418719
Stein,AG,0.0
Steinen,SZ,0.0
Steinmaur,ZH,0.0
Stettfurt,TG,0.0
Stäfa,ZH,12761.795166858457
Stüsslingen,SO,0.0
Suchy,VD,4570.347284060552
Suhr,AG,0.0
Sulgen,TG,8398.169336384439
Sullens,VD,8691.612255148168
Sumiswald,BE,0.0
Sumvitg,GR,0.0
Surpierre,FR,6382.828282828283
Suscévaz,VD,7562.189054726368
Sutz-Lattrigen,BE,0.0
Sâles,FR,5800.0
Sévaz,FR,0.0
Tafers,FR,7363.95966029724
Tannay,VD,14404.536082474227
Tartegnin,VD,0.0
Tavannes,BE,4077.5193798449613
Tecknau,BL,5133.489461358314
Tenero-Contra,TI,6524.163568773234
Tentlingen,FR,5643.218390804598
Termen,VS,5719.522591645354
Terre di Pedemonte,TI,7426.160337552743
Teufenthal,AG,0.0
Thal,SG,6935.153583617747
Thalheim,AG,0.0
Thalheim an der Thur,ZH,0.0
Therwil,BL,7761.101243339254
Thierachern,BE,0.0
Thun,BE,0.0
Thundorf,TG,0.0
Thunstetten,BE,4800.0
Thusis,GR,0.0
Thônex,GE,12212.418756725436
Thürnen,BL,6016.201620162016
Tobel-Tägerschen,TG,0.0
Toffen,BE,5864.745011086475
Tolochenaz,VD,9221.774193548386
Torny,FR,6058.549002969877
Torricella-Taverne,TI,5749.6513249651325
Trachselwald,BE,0.0
Tresa,TI,4778.89809146561
Trey,VD,0.0
Treycovagnes,VD,8890.489913544669
Treyvaux,FR,7380.128521997034
Trient,VS,0.0
Trimmis,GR,0.0
Troinex,GE,0.0
Troistorrents,VS,6305.249197263716
Trubschachen,BE,0.0
Trun,GR,0.0
Trélex,VD,12099.322799097066
Trüllikon,ZH,0.0
Tuggen,SZ,0.0
Tujetsch,GR,0.0
Turbenthal,ZH,4103.448275862069
Turtmann-Unterems,VS,0.0
Twann-Tüscherz,BE,4434.177997527812
Tägerig,AG,0.0
Tägerwilen,TG,6485.963213939981
Täsch,VS,0.0
Täuffelen,BE,0.0
Tévenon,VD,6287.692307692308
Törbel,VS,0.0
Tübach,SG,0.0
Uerkheim,AG,0.0
Uetikon am See,ZH,0.0
Ufhusen,LU,0.0
Unterbäch,VS,5467.548076923077
Unterengstringen,ZH,12785.714285714286
Unterkulm,AG,7049.237983587339
Unterseen,BE,0.0
Untersiggenthal,AG,0.0
Unterägeri,ZG,0.0
Urdorf,ZH,9733.65617433414
Ursenbach,BE,6157.024793388429
Ursy,FR,6139.088729016787
Urtenen-Schönbühl,BE,0.0
Uster,ZH,9736.070381231671
Uttwil,TG,0.0
Uzwil,SG,6495.107632093934
Vacallo,TI,5175.78125
Val Mara,TI,6401.04662226451
Val Terbi,JU,4731.947483588621
Val de Bagnes,VS,18488.007339770196
Val-d'Illiez,VS,7144.663827590657
Val-de-Charmey,FR,6914.8351648351645
Val-de-Ruz,NE,5232.516891891892
Val-de-Travers,NE,3794.068048804682
Valbirse,BE,4424.310216256525
Valbroye,VD,6932.068813409793
Valeyres-sous-Montagny,VD,8640.040650406505
Valeyres-sous-Rances,VD,8242.424242424242
Vallon,FR,6094.890510948905
Vallorbe,VD,4976.462196861627
Vandoeuvres,GE,20108.468804920914
Varen,VS,4732.798165137615
Vaulion,VD,0.0
Vendlincourt,JU,0.0
Vernate,TI,0.0
Vernayaz,VS,5083.993021480755
Vernier,GE,17655.913533084793
Versoix,GE,14986.604542807221
Verzasca,TI,6177.474402730375
Vevey,VD,10397.219463753723
Vex,VS,8785.148640101203
Veyrier,GE,13382.965431070388
Veysonnaz,VS,5666.905630865484
Veytaux,VD,8209.728867623604
Vezia,TI,5756.172839506173
Vico Morcote,TI,0.0
Villars-Sainte-Croix,VD,10246.331236897275
Villars-le-Comte,VD,5078.125
Villars-le-Terroir,VD,7461.038961038961
Villars-sous-Yens,VD,8735.507246376812
Villars-sur-Glâne,FR,8202.901114452503
Villarsel-sur-Marly,FR,5526.315789473684
Villarzel,VD,4899.3288590604025
Villaz,FR,6191.787214185721
Villeneuve,VD,7808.406944867499
Villeret,BE,0.0
Villigen,AG,0.0
Villnachern,AG,0.0
Villorsonnens,FR,5978.17614964926
Vilters-Wangs,SG,0.0
Vinzel,VD,9543.08093994778
Vionnaz,VS,4275.9162303664925
Visp,VS,0.0
Visperterminen,VS,4801.470588235294
Volketswil,ZH,0.0
Vordemwald,AG,0.0
Vorderthal,SZ,0.0
Vouvry,VS,5848.899012908125
Vuadens,FR,5696.488294314381
Vuarrens,VD,5794.585987261146
Vucherens,VD,4772.727272727273
Vufflens-la-Ville,VD,10440.0
Vufflens-le-Château,VD,12251.35623869801
Vuisternens-devant-Romont,FR,4763.3549675486765
Vullierens,VD,0.0
Vully-les-Lacs,VD,7053.7802026500385
Vérossaz,VS,4985.795454545455
Vétroz,VS,5922.96481365813
Wald,AR,0.0
Wald,ZH,0.0
Waldenburg,BL,0.0
Waldkirch,SG,5680.628272251309
Waldstatt,AR,0.0
Walenstadt,SG,0.0
Walkringen,BE,0.0
Waltenschwil,AG,0.0
Wangen,SZ,12394.106813996317
Wangen bei Olten,SO,0.0
Wangen-Brüttisellen,ZH,0.0
Wartau,SG,0.0
Wassen,UR,0.0
Wattwil,SG,0.0
Wegenstetten,AG,0.0
Weggis,LU,0.0
Weinfelden,TG,0.0
Weiningen,ZH,12342.342342342343
Weisslingen,ZH,0.0
Welschenrohr-Gänsbrunnen,SO,0.0
Wetzikon,ZH,0.0
Wichtrach,BE,0.0
Widen,AG,0.0
Wigoltingen,TG,0.0
Wikon,LU,0.0
Wil,ZH,7255.75101488498
Wilchingen,SH,0.0
Wildberg,ZH,0.0
Wildhaus-Alt St. Johann,SG,0.0
Wiler (Lötschen),VS,12225.130890052356
Wimmis,BE,5545.746388443018
Windisch,AG,0.0
Winkel,ZH,9535.25641025641
Winterthur,ZH,10111.408199643494
Winznau,SO,0.0
Witterswil,SO,0.0
Wittnau,AG,6848.958333333333
Wohlen,AG,7185.761433286186
Wohlen bei Bern,BE,5731.707317073171
Wolfenschiessen,NW,0.0
Wolfhalden,AR,0.0
Wollerau,SZ,0.0
Worb,BE,5732.867132867133
Wynau,BE,0.0
Wädenswil,ZH,0.0
Wängi,TG,6945.137157107232
Wölflinswil,AG,0.0
Wünnewil-Flamatt,FR,6803.840877914952
Würenlingen,AG,0.0
Würenlos,AG,8382.096069868996
Yens,VD,8798.720186154742
Yverdon-les-Bains,VD,7725.920679886685
Yvonand,VD,6638.755980861244
Yvorne,VD,0.0
Zeglingen,BL,7901.162790697675
Zeihen,AG,7378.277153558052
Zeiningen,AG,8898.756660746003
Zeneggen,VS,0.0
Zermatt,VS,21101.80412371134
Ziefen,BL,6250.0
Zihlschlacht-Sitterdorf,TG,0.0
Zollikon,ZH,0.0
Zug,ZG,19312.796208530806
Zunzgen,BL,0.0
Zuoz,GR,0.0
Zurzach,AG,0.0
Zweisimmen,BE,0.0
Zwingen,BL,4972.910216718266
Zürich,ZH,13342.796309439318
