web-scraper-order,web-scraper-start-url,price_text,metres_carres,ville_adresse,type_pieces
"1699263065-3284","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 5'800.-/mois","278 m2","La Tour-de-Peilz, Chemin de la Chaumeny 31","Villa 6.5 pièces"
"1699263065-3285","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'302.-/mois (+ 195.- Charges)","67 m2","Frenkendorf, Prattlerstr. 10","Appartement 3 pièces"
"1699263065-3286","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'390.-/mois (+ 365.- Charges)","111 m2","La Chaux-de-Fonds, Espacité 3","Duplex 4.5 pièces"
"1699263065-3287","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 570.-/mois (+ 125.- Charges)","38 m2","Bassecourt, Rue de la Liberté 13","Appartement 1 pièce"
"1699263065-3288","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'450.-/mois (+ 310.- Charges)","87 m2","Onex, Rue des Bossons 26","Appartement 4 pièces"
"1699263065-3289","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 750.-/mois (+ 130.- Charges)","32 m2","Basel, Birsstrasse 146","Appartement 1 pièce"
"1699263065-3290","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 7'560.-/mois (+ 340.- Charges)","125 m2","Zürich, Storchengasse 12","Duplex 3.5 pièces"
"1699263065-3291","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'550.-/mois (+ 300.- Charges)","106 m2","Delémont, Rue des Tourterelles 14-16 / Bât B","Appartement 4.5 pièces"
"1699263065-3292","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'460.-/mois (+ 260.- Charges)","102 m2","Cadenazzo, Via Monte Ceneri 4/6","Appartement 4.5 pièces"
"1699263065-3293","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","","3792 Saanen, Contactez l'agence pour l'adresse","Chalet"
"1699263065-3294","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'760.-/mois (+ 300.- Charges)","96 m2","Basel, Spalenring 151","Appartement 4 pièces"
"1699263065-3295","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'580.-/mois (+ 130.- Charges)","","Clarens, Avenue Mayor-Vautier 36","Appartement 3.5 pièces"
"1699263065-3296","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-239?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 200.- Charges)","56 m2","Leysin, Avenue Louis Favez 17","Appartement 3.5 pièces"
"1699263086-3297","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 527.-/mois (+ 200.- Charges)","53 m2","Le Locle, Rue Le Corbusier 21","Appartement 2.5 pièces"
"1699263086-3298","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 400.-/mois (+ 80.- Charges)","","Delémont, Rue de la Maltière 17","Appartement 1 pièce"
"1699263086-3299","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 850.-/mois (+ 200.- Charges)","48 m2","Delémont, Rue de la Mandchourie 25","Appartement 2.5 pièces"
"1699263086-3300","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 200.- Charges)","","Monthey, Av. du Simplon 28","Appartement 3.5 pièces"
"1699263086-3301","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'160.-/mois (+ 270.- Charges)","77 m2","St. Gallen, Langgasse 155","Appartement 3.5 pièces"
"1699263086-3302","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'905.-/mois (+ 550.- Charges)","122 m2","Neuchâtel, Rue de l'Hôpital 20","Duplex 4.5 pièces"
"1699263086-3303","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'410.-/mois (+ 230.- Charges)","88 m2","Egnach, Luxburgstrasse 11","Appartement 3.5 pièces"
"1699263086-3304","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","30 m2","Basel, Münchensteinerstr. 6","Appartement 1 pièce"
"1699263086-3305","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 950.-/mois (+ 220.- Charges)","45 m2","Frenkendorf, Eggstr. 19","Appartement 2 pièces"
"1699263086-3306","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","240 m2","Genève, Florissant","Appartement 8.5 pièces"
"1699263086-3307","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'890.-/mois (+ 144.- Charges)","45 m2","Zürich, Wolframplatz 1","Appartement"
"1699263086-3308","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'790.-/mois (+ 140.- Charges)","41 m2","Zürich, Wolframplatz 1","Appartement 2 pièces"
"1699263086-3309","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'190.-/mois (+ 118.- Charges)","34 m2","Zürich, Binzmühlestr. 50","Appartement"
"1699263086-3310","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'090.-/mois (+ 114.- Charges)","80 m2","Zürich, Hardstrasse 236/238","Appartement"
"1699263086-3311","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'290.-/mois (+ 159.- Charges)","41 m2","Zürich, Militärstrasse 24","Appartement"
"1699263086-3312","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'790.-/mois (+ 103.- Charges)","33 m2","Zürich, Freyastrasse 8","Appartement"
"1699263086-3313","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'990.-/mois (+ 111.- Charges)","31 m2","Zürich, Bellariastrasse 36","Appartement"
"1699263086-3314","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'090.-/mois (+ 78.- Charges)","22 m2","Zürich, Binzmühlestr. 46","Appartement"
"1699263086-3315","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'290.-/mois (+ 122.- Charges)","30 m2","Zürich, Gerechtigkeitsgasse 8","Appartement"
"1699263086-3316","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'990.-/mois (+ 111.- Charges)","24 m2","Zürich, Gerechtigkeitsgasse 8","Appartement"
"1699263086-3317","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'490.-/mois (+ 92.- Charges)","19 m2","Zürich, Cramerstrasse 8-12","Appartement"
"1699263086-3318","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'590.-/mois (+ 215.- Charges)","84 m2","Dornach, Birsweg 12","Appartement 4 pièces"
"1699263086-3319","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-238?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 660.-/mois","50 m2","Porrentruy, Grand Rue 52","Appartement 2.5 pièces"
"1699263107-3320","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'800.-/mois","96 m2","Crans-Montana, Route de la Crête du Louché","Appartement 4.5 pièces"
"1699263107-3321","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'000.-/mois","184 m2","Crans-Montana, Rue Centrale 64","Appartement 3 pièces"
"1699263107-3322","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'310.-/mois (+ 330.- Charges)","108 m2","La Tour-de-Peilz, Chemin de Vassin 18","Appartement 4.5 pièces"
"1699263107-3323","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'390.-/mois (+ 310.- Charges)","109 m2","Grenchen, Bettlachstr. 7","Appartement 5.5 pièces"
"1699263107-3324","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'120.-/mois (+ 250.- Charges)","74 m2","Bützberg, Buchiackerweg 10","Appartement 3.5 pièces"
"1699263107-3325","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'640.-/mois (+ 200.- Charges)","70 m2","Feldbrunnen, Frank-Buchserstrasse 1","Appartement 3.5 pièces"
"1699263107-3326","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 230.- Charges)","119 m2","Porrentruy, Rue du Creugenat 17","Appartement 4.5 pièces"
"1699263107-3327","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-237?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 735.-/mois (+ 100.- Charges)","41 m2","Wittenbach, Im Zentrum 3b","Studio 1 pièce"
