localite,code postal,commune,canton,langue
Willadingen,3425,Willadingen,BE,de
Schmidigen-Mühleweg,3464,Wynigen,BE,de
Wynigen,3472,Wynigen,BE,de
Rüedisbach,3474,Wynigen,BE,de
Les Prés-d'Orvin,2534,Corgémont,BE,fr
Corgémont,2606,Corgémont,BE,fr
Montagne-de-Courtelary,2608,Corgémont,BE,fr
La Tanne,2720,Corgémont,BE,fr
Montagne-de-Courtelary,2608,Cormoret,BE,fr
Mont-Crosin,2610,Cormoret,BE,fr
Cormoret,2612,Cormoret,BE,fr
Villeret,2613,Cormoret,BE,fr
Cortébert,2607,Cortébert,BE,fr
Montagne-de-Courtelary,2608,Cortébert,BE,fr
Mont-Tramelan,2723,Cortébert,BE,fr
Courtelary,2608,Courtelary,BE,fr
Montagne-de-Courtelary,2608,Courtelary,BE,fr
Mont-Crosin,2610,Courtelary,BE,fr
Mont-Tramelan,2723,Courtelary,BE,fr
La Ferrière,2333,La Ferrière,BE,fr
La Cibourg,2333,La Ferrière,BE,fr
Mont-Soleil,2610,La Ferrière,BE,fr
Tramelan,2720,Mont-Tramelan,BE,fr
Mont-Tramelan,2723,Mont-Tramelan,BE,fr
Orvin,2534,Orvin,BE,fr
Les Prés-d'Orvin,2534,Orvin,BE,fr
Frinvillier,2535,Orvin,BE,fr
Renan BE,2616,Renan (BE),BE,fr
La Cibourg,2616,Renan (BE),BE,fr
Plagne,2536,Romont (BE),BE,fr
Romont BE,2538,Romont (BE),BE,fr
Péry,2603,Romont (BE),BE,fr
Le Cerneux-Veusil,2345,Saint-Imier,BE,fr
St-Imier,2610,Saint-Imier,BE,fr
Mont-Soleil,2610,Saint-Imier,BE,fr
Les Pontins,2610,Saint-Imier,BE,fr
Sonceboz-Sombeval,2605,Sonceboz-Sombeval,BE,fr
Corgémont,2606,Sonceboz-Sombeval,BE,fr
La Tanne,2720,Sonceboz-Sombeval,BE,fr
La Ferrière,2333,Sonvilier,BE,fr
Le Cerneux-Veusil,2345,Sonvilier,BE,fr
Mont-Soleil,2610,Sonvilier,BE,fr
Sonvilier,2615,Sonvilier,BE,fr
Montagne-de-Sonvilier,2615,Sonvilier,BE,fr
Tramelan,2720,Tramelan,BE,fr
La Tanne,2720,Tramelan,BE,fr
Les Reussilles,2722,Tramelan,BE,fr
Mont-Tramelan,2723,Tramelan,BE,fr
Les Breuleux,2345,Villeret,BE,fr
Les Pontins,2610,Villeret,BE,fr
Mont-Crosin,2610,Villeret,BE,fr
Villeret,2613,Villeret,BE,fr
Frinvillier,2535,Sauge,BE,fr
Plagne,2536,Sauge,BE,fr
Vauffelin,2537,Sauge,BE,fr
Frinvillier,2535,Péry-La Heutte,BE,fr
Péry,2603,Péry-La Heutte,BE,fr
La Heutte,2604,Péry-La Heutte,BE,fr
Reconvilier,2732,Péry-La Heutte,BE,fr
Malleray,2735,Péry-La Heutte,BE,fr
Brüttelen,3237,Brüttelen,BE,de
Ins,3232,Erlach,BE,de
Tschugg,3233,Erlach,BE,de
Erlach,3235,Erlach,BE,de
Finsterhennen,2577,Finsterhennen,BE,de
Le Landeron,2525,Gals,BE,fr
Erlach,3235,Gals,BE,de
Gals,3238,Gals,BE,de
Gampelen,3236,Gampelen,BE,de
Ins,3232,Ins,BE,de
Gampelen,3236,Ins,BE,de
Hagneck,2575,Lüscherz,BE,de
Lüscherz,2576,Lüscherz,BE,de
Müntschemier,3225,Müntschemier,BE,de
Siselen BE,2577,Siselen,BE,de
Treiten,3226,Treiten,BE,de
Tschugg,3233,Tschugg,BE,de
Lüscherz,2576,Vinelz,BE,de
Vinelz,3234,Vinelz,BE,de
Schalunen,3314,Bätterkinden,BE,de
Bätterkinden,3315,Bätterkinden,BE,de
Kräiligen,3315,Bätterkinden,BE,de
Lohn-Ammannsegg,4573,Bätterkinden,BE,de
Deisswil b. Münchenbuchsee,3053,Deisswil bei Münchenbuchsee,BE,de
Etzelkofen,3306,Fraubrunnen,BE,de
Grafenried,3308,Fraubrunnen,BE,de
Zauggenried,3309,Fraubrunnen,BE,de
Fraubrunnen,3312,Fraubrunnen,BE,de
Büren zum Hof,3313,Fraubrunnen,BE,de
Schalunen,3314,Fraubrunnen,BE,de
Limpach,3317,Fraubrunnen,BE,de
Mülchi,3317,Fraubrunnen,BE,de
Rüdtligen,3422,Fraubrunnen,BE,de
Jegenstorf,3303,Jegenstorf,BE,de
Münchringen,3303,Jegenstorf,BE,de
Ballmoos,3303,Jegenstorf,BE,de
Scheunen,3305,Jegenstorf,BE,de
Iffwil,3305,Iffwil,BE,de
Urtenen-Schönbühl,3322,Mattstetten,BE,de
Mattstetten,3322,Mattstetten,BE,de
Münchenbuchsee,3053,Moosseedorf,BE,de
Moosseedorf,3302,Moosseedorf,BE,de
Urtenen-Schönbühl,3322,Moosseedorf,BE,de
Zollikofen,3052,Münchenbuchsee,BE,de
Münchenbuchsee,3053,Münchenbuchsee,BE,de
Diemerswil,3053,Münchenbuchsee,BE,de
Urtenen-Schönbühl,3322,Urtenen-Schönbühl,BE,de
Utzenstorf,3427,Utzenstorf,BE,de
Wiggiswil,3053,Wiggiswil,BE,de
Utzenstorf,3427,Wiler bei Utzenstorf,BE,de
Wiler b. Utzenstorf,3428,Wiler bei Utzenstorf,BE,de
Zielebach,4564,Zielebach,BE,de
Zuzwil BE,3303,Zuzwil (BE),BE,de
Adelboden,3715,Adelboden,BE,de
Achseten,3725,Adelboden,BE,de
Hondrich,3702,Aeschi bei Spiez,BE,de
Aeschi b. Spiez,3703,Aeschi bei Spiez,BE,de
Aeschiried,3703,Aeschi bei Spiez,BE,de
Krattigen,3704,Aeschi bei Spiez,BE,de
Emdthal,3711,Aeschi bei Spiez,BE,de
Mülenen,3711,Aeschi bei Spiez,BE,de
Reichenbach im Kandertal,3713,Frutigen,BE,de
Frutigen,3714,Frutigen,BE,de
Adelboden,3715,Frutigen,BE,de
Kandergrund,3716,Frutigen,BE,de
Ried (Frutigen),3724,Frutigen,BE,de
Achseten,3725,Frutigen,BE,de
Kandergrund,3716,Kandergrund,BE,de
Blausee-Mitholz,3717,Kandergrund,BE,de
Kandersteg,3718,Kandersteg,BE,de
Krattigen,3704,Krattigen,BE,de
Faulensee,3705,Krattigen,BE,de
Mülenen,3711,Reichenbach im Kandertal,BE,de
Reichenbach im Kandertal,3713,Reichenbach im Kandertal,BE,de
Wengi b. Frutigen,3714,Reichenbach im Kandertal,BE,de
Scharnachtal,3722,Reichenbach im Kandertal,BE,de
Kiental,3723,Reichenbach im Kandertal,BE,de
Sundlauenen,3800,Beatenberg,BE,de
Beatenberg,3803,Beatenberg,BE,de
Interlaken,3800,Bönigen,BE,de
Bönigen b. Interlaken,3806,Bönigen,BE,de
Brienz BE,3855,Brienz (BE),BE,de
Axalp,3855,Brienz (BE),BE,de
Brienzwiler,3856,Brienzwiler,BE,de
Meiringen,3860,Brienzwiler,BE,de
Leissigen,3706,Därligen,BE,de
Därligen,3707,Därligen,BE,de
Lütschental,3816,Grindelwald,BE,de
Burglauenen,3816,Grindelwald,BE,de
Grindelwald,3818,Grindelwald,BE,de
Kleine Scheidegg,3823,Grindelwald,BE,de
Wilderswil,3812,Gsteigwiler,BE,de
Gsteigwiler,3814,Gsteigwiler,BE,de
Wilderswil,3812,Gündlischwand,BE,de
Zweilütschinen,3815,Gündlischwand,BE,de
Gündlischwand,3815,Gündlischwand,BE,de
Habkern,3804,Habkern,BE,de
Schangnau,6197,Habkern,BE,de
Hofstetten b. Brienz,3858,Hofstetten bei Brienz,BE,de
Interlaken,3800,Interlaken,BE,de
Iseltwald,3807,Iseltwald,BE,de
Jungfraujoch,3801,Lauterbrunnen,BE,de
Lauterbrunnen,3822,Lauterbrunnen,BE,de
Isenfluh,3822,Lauterbrunnen,BE,de
Wengen,3823,Lauterbrunnen,BE,de
Kleine Scheidegg,3823,Lauterbrunnen,BE,de
Eigergletscher,3823,Lauterbrunnen,BE,de
Stechelberg,3824,Lauterbrunnen,BE,de
Mürren,3825,Lauterbrunnen,BE,de
Gimmelwald,3826,Lauterbrunnen,BE,de
Leissigen,3706,Leissigen,BE,de
Lütschental,3816,Lütschental,BE,de
Matten b. Interlaken,3800,Matten bei Interlaken,BE,de
Wilderswil,3812,Matten bei Interlaken,BE,de
Niederried b. Interlaken,3853,Niederried bei Interlaken,BE,de
Oberried am Brienzersee,3854,Oberried am Brienzersee,BE,de
Brienz BE,3855,Oberried am Brienzersee,BE,de
Goldswil b. Interlaken,3805,Ringgenberg (BE),BE,de
Ringgenberg BE,3852,Ringgenberg (BE),BE,de
Saxeten,3813,Saxeten,BE,de
Schwanden b. Brienz,3855,Schwanden bei Brienz,BE,de
Unterseen,3800,Unterseen,BE,de
Wilderswil,3812,Wilderswil,BE,de
Biglen,3507,Arni (BE),BE,de
Arni BE,3508,Arni (BE),BE,de
Biglen,3507,Biglen,BE,de
Oberthal,3531,Bowil,BE,de
Bowil,3533,Bowil,BE,de
Signau,3534,Bowil,BE,de
Röthenbach im Emmental,3538,Bowil,BE,de
Linden,3673,Bowil,BE,de
Brenzikofen,3671,Brenzikofen,BE,de
Freimettigen,3510,Freimettigen,BE,de
Schlosswil,3082,Grosshöchstetten,BE,de
Grosshöchstetten,3506,Grosshöchstetten,BE,de
Häutligen,3510,Häutligen,BE,de
Herbligen,3671,Herbligen,BE,de
Wichtrach,3114,Kiesen,BE,de
Kiesen,3629,Kiesen,BE,de
Gysenstein,3503,Konolfingen,BE,de
Konolfingen,3510,Konolfingen,BE,de
Obergoldbach,3434,Landiswil,BE,de
Landiswil,3434,Landiswil,BE,de
Arni BE,3508,Landiswil,BE,de
Walkringen,3512,Landiswil,BE,de
Röthenbach im Emmental,3538,Linden,BE,de
Heimenschwand,3615,Linden,BE,de
Oberdiessbach,3672,Linden,BE,de
Linden,3673,Linden,BE,de
Grosshöchstetten,3506,Mirchel,BE,de
Mirchel,3532,Mirchel,BE,de
Trimstein,3083,Münsingen,BE,de
Münsingen,3110,Münsingen,BE,de
Tägertschi,3111,Münsingen,BE,de
Niederhünigen,3504,Niederhünigen,BE,de
Oberdiessbach,3672,Oberdiessbach,BE,de
Aeschlen b. Oberdiessbach,3672,Oberdiessbach,BE,de
Bleiken b. Oberdiessbach,3674,Oberdiessbach,BE,de
Grosshöchstetten,3506,Oberthal,BE,de
Arni BE,3508,Oberthal,BE,de
Oberthal,3531,Oberthal,BE,de
Oppligen,3629,Oppligen,BE,de
Allmendingen b. Bern,3112,Rubigen,BE,de
Rubigen,3113,Rubigen,BE,de
Utzigen,3068,Walkringen,BE,de
Schafhausen im Emmental,3415,Walkringen,BE,de
Walkringen,3512,Walkringen,BE,de
Bigenthal,3513,Walkringen,BE,de
Utzigen,3068,Worb,BE,de
Rüfenacht BE,3075,Worb,BE,de
Vielbringen b. Worb,3075,Worb,BE,de
Worb,3076,Worb,BE,de
Enggistein,3077,Worb,BE,de
Richigen,3078,Worb,BE,de
Schlosswil,3082,Worb,BE,de
Rubigen,3113,Worb,BE,de
Grosshöchstetten,3506,Zäziwil,BE,de
Oberthal,3531,Zäziwil,BE,de
Zäziwil,3532,Zäziwil,BE,de
Bowil,3533,Zäziwil,BE,de
Oberhünigen,3504,Oberhünigen,BE,de
Zäziwil,3532,Oberhünigen,BE,de
Mirchel,3532,Oberhünigen,BE,de
Bowil,3533,Oberhünigen,BE,de
Linden,3673,Oberhünigen,BE,de
Allmendingen b. Bern,3112,Allmendingen,BE,de
Wichtrach,3114,Wichtrach,BE,de
Häutligen,3510,Wichtrach,BE,de
Laupen BE,3177,Ferenbalm,BE,de
Gümmenen,3205,Ferenbalm,BE,de
Rizenbach,3206,Ferenbalm,BE,de
Ferenbalm,3206,Ferenbalm,BE,de
Biberen,3206,Ferenbalm,BE,de
Gammen,3206,Ferenbalm,BE,de
Wileroltigen,3207,Ferenbalm,BE,de
Bern,3020,Frauenkappelen,BE,de
Wohlen b. Bern,3033,Frauenkappelen,BE,de
Frauenkappelen,3202,Frauenkappelen,BE,de
Gurbrü,3208,Gurbrü,BE,de
Kerzers,3210,Gurbrü,BE,de
Kriechenwil,3179,Kriechenwil,BE,de
Laupen BE,3177,Laupen,BE,de
Frauenkappelen,3202,Mühleberg,BE,de
Mühleberg,3203,Mühleberg,BE,de
Rosshäusern,3204,Mühleberg,BE,de
Gümmenen,3205,Mühleberg,BE,de
Münchenwiler,1797,Münchenwiler,BE,de
Thörishaus,3174,Neuenegg,BE,de
Neuenegg,3176,Neuenegg,BE,de
Laupen BE,3177,Neuenegg,BE,de
Rosshäusern,3204,Neuenegg,BE,de
Wileroltigen,3207,Wileroltigen,BE,de
Belprahon,2744,Belprahon,BE,fr
Champoz,2735,Champoz,BE,fr
Corcelles BE,2747,Corcelles (BE),BE,fr
Champoz,2735,Court,BE,fr
Court,2738,Court,BE,fr
Crémines,2746,Crémines,BE,fr
Corcelles BE,2747,Crémines,BE,fr
Gänsbrunnen,4716,Crémines,BE,de
Eschert,2743,Eschert,BE,fr
Grandval,2745,Grandval,BE,fr
Loveresse,2732,Loveresse,BE,fr
Pontenet,2733,Loveresse,BE,fr
Moutier,2740,Moutier,BE,fr
Perrefitte,2742,Perrefitte,BE,fr
Tavannes,2710,Reconvilier,BE,fr
Reconvilier,2732,Reconvilier,BE,fr
Moutier,2740,Roches (BE),BE,fr
Roches BE,2762,Roches (BE),BE,fr
Le Fuet,2712,Saicourt,BE,fr
Bellelay,2713,Saicourt,BE,fr
Tramelan,2720,Saicourt,BE,fr
Saicourt,2732,Saicourt,BE,fr
Saules BE,2732,Saules (BE),BE,fr
Schelten,2827,Schelten,BE,de
Seehof,2747,Seehof,BE,de
Sorvilier,2736,Sorvilier,BE,fr
Tavannes,2710,Tavannes,BE,fr
La Tanne,2720,Tavannes,BE,fr
Rebévelier,2717,Rebévelier,BE,fr
Le Fuet,2712,Petit-Val,BE,fr
Châtelat,2715,Petit-Val,BE,fr
Monible,2715,Petit-Val,BE,fr
Sornetan,2716,Petit-Val,BE,fr
Fornet-Dessous,2717,Petit-Val,BE,fr
Souboz,2748,Petit-Val,BE,fr
Les Ecorcheresses,2748,Petit-Val,BE,fr
Pontenet,2733,Valbirse,BE,fr
Bévilard,2735,Valbirse,BE,fr
Malleray,2735,Valbirse,BE,fr
Ligerz,2514,La Neuveville,BE,de
La Neuveville,2520,La Neuveville,BE,fr
Lignières,2523,La Neuveville,BE,fr
Nods,2518,Nods,BE,fr
Lignières,2523,Nods,BE,fr
Les Prés-d'Orvin,2534,Nods,BE,fr
Prêles,2515,Plateau de Diesse,BE,fr
Lamboing,2516,Plateau de Diesse,BE,fr
Diesse,2517,Plateau de Diesse,BE,fr
Aegerten,2558,Aegerten,BE,de
Port,2562,Bellmund,BE,de
Ipsach,2563,Bellmund,BE,de
Bellmund,2564,Bellmund,BE,de
Biel/Bienne,2503,Brügg,BE,de
Biel/Bienne,2504,Brügg,BE,de
Orpund,2552,Brügg,BE,de
Brügg BE,2555,Brügg,BE,de
Bühl b. Aarberg,3274,Bühl,BE,de
Epsach,3272,Epsach,BE,de
Täuffelen,2575,Hagneck,BE,de
Hagneck,2575,Hagneck,BE,de
Hermrigen,3274,Hermrigen,BE,de
Jens,2565,Jens,BE,de
Ipsach,2563,Ipsach,BE,de
Twann,2513,Ligerz,BE,de
Ligerz,2514,Ligerz,BE,de
Merzligen,3274,Merzligen,BE,de
Mörigen,2572,Mörigen,BE,de
Biel/Bienne,2503,Nidau,BE,de
Nidau,2560,Nidau,BE,de
Biel/Bienne,2504,Orpund,BE,de
Orpund,2552,Orpund,BE,de
Nidau,2560,Port,BE,de
Port,2562,Port,BE,de
Safnern,2553,Safnern,BE,de
Scheuren,2556,Scheuren,BE,de
Schwadernau,2556,Schwadernau,BE,de
Studen BE,2557,Studen (BE),BE,de
Sutz,2572,Sutz-Lattrigen,BE,de
Täuffelen,2575,Täuffelen,BE,de
Gerolfingen,2575,Täuffelen,BE,de
Hagneck,2575,Täuffelen,BE,de
Walperswil,3272,Walperswil,BE,de
Worben,3252,Worben,BE,de
Biel/Bienne,2505,Twann-Tüscherz,BE,de
Tüscherz-Alfermée,2512,Twann-Tüscherz,BE,de
Twann,2513,Twann-Tüscherz,BE,de
Lamboing,2516,Twann-Tüscherz,BE,fr
Erlach,3235,Twann-Tüscherz,BE,de
Därstetten,3763,Därstetten,BE,de
Weissenburg,3764,Därstetten,BE,de
Oey,3753,Diemtigen,BE,de
Diemtigen,3754,Diemtigen,BE,de
Horboden,3755,Diemtigen,BE,de
Zwischenflüh,3756,Diemtigen,BE,de
Schwenden im Diemtigtal,3757,Diemtigen,BE,de
Diemtigen,3754,Erlenbach im Simmental,BE,de
Latterbach,3758,Erlenbach im Simmental,BE,de
Erlenbach im Simmental,3762,Erlenbach im Simmental,BE,de
Weissenburg,3764,Oberwil im Simmental,BE,de
Oberwil im Simmental,3765,Oberwil im Simmental,BE,de
Boltigen,3766,Oberwil im Simmental,BE,de
Reutigen,3647,Reutigen,BE,de
Gwatt (Thun),3645,Spiez,BE,de
Einigen,3646,Spiez,BE,de
Spiez,3700,Spiez,BE,de
Hondrich,3702,Spiez,BE,de
Krattigen,3704,Spiez,BE,de
Faulensee,3705,Spiez,BE,de
Emdthal,3711,Wimmis,BE,de
Wimmis,3752,Wimmis,BE,de
Höfen b. Thun,3631,Stocken-Höfen,BE,de
Niederstocken,3632,Stocken-Höfen,BE,de
Oberstocken,3632,Stocken-Höfen,BE,de
Guttannen,3864,Guttannen,BE,de
Hasliberg Hohfluh,6083,Hasliberg,BE,de
Hasliberg Wasserwendi,6084,Hasliberg,BE,de
Hasliberg Goldern,6085,Hasliberg,BE,de
Hasliberg Reuti,6086,Hasliberg,BE,de
Innertkirchen,3862,Innertkirchen,BE,de
Gadmen,3863,Innertkirchen,BE,de
Brienzwiler,3856,Meiringen,BE,de
Unterbach BE,3857,Meiringen,BE,de
Meiringen,3860,Meiringen,BE,de
Brünig,3860,Meiringen,BE,de
Rosenlaui,3860,Schattenhalb,BE,de
Schattenhalb,3860,Schattenhalb,BE,de
Abländschen,1657,Boltigen,BE,de
Boltigen,3766,Boltigen,BE,de
Zweisimmen,3770,Boltigen,BE,de
Matten (St. Stephan),3773,Lenk,BE,de
Lenk im Simmental,3775,Lenk,BE,de
St. Stephan,3772,St. Stephan,BE,de
Matten (St. Stephan),3773,St. Stephan,BE,de
Zweisimmen,3770,Zweisimmen,BE,de
Blankenburg,3771,Zweisimmen,BE,de
Oeschseite,3776,Zweisimmen,BE,de
Saanenmöser,3777,Zweisimmen,BE,de
Feutersoey,3784,Gsteig,BE,de
Gsteig b. Gstaad,3785,Gsteig,BE,de
Lauenen b. Gstaad,3782,Lauenen,BE,de
Abländschen,1657,Saanen,BE,de
Saanenmöser,3777,Saanen,BE,de
Schönried,3778,Saanen,BE,de
Gstaad,3780,Saanen,BE,de
Turbach,3781,Saanen,BE,de
Grund b. Gstaad,3783,Saanen,BE,de
Saanen,3792,Saanen,BE,de
Sangernboden,1738,Guggisberg,BE,de
Schwarzenburg,3150,Guggisberg,BE,de
Riffenmatt,3156,Guggisberg,BE,de
Milken,3157,Guggisberg,BE,de
Guggisberg,3158,Guggisberg,BE,de
Riedstätt,3159,Guggisberg,BE,de
Sangernboden,1738,Rüschegg,BE,de
Rüti b. Riggisberg,3099,Rüschegg,BE,de
Mamishaus,3152,Rüschegg,BE,de
Rüschegg Gambach,3153,Rüschegg,BE,de
Rüschegg Heubach,3154,Rüschegg,BE,de
Riffenmatt,3156,Rüschegg,BE,de
Milken,3157,Rüschegg,BE,de
Lanzenhäusern,3148,Schwarzenburg,BE,de
Schwarzenburg,3150,Schwarzenburg,BE,de
Mamishaus,3152,Schwarzenburg,BE,de
Rüschegg Heubach,3154,Schwarzenburg,BE,de
Milken,3157,Schwarzenburg,BE,de
Albligen,3183,Schwarzenburg,BE,de
Zimmerwald,3086,Belp,BE,de
Gerzensee,3115,Belp,BE,de
Kehrsatz,3122,Belp,BE,de
Belp,3123,Belp,BE,de
Belpberg,3124,Belp,BE,de
Toffen,3125,Belp,BE,de
Burgistein,3664,Burgistein,BE,de
Wattenwil,3665,Burgistein,BE,de
Gerzensee,3115,Gerzensee,BE,de
Gurzelen,3663,Gurzelen,BE,de
Burgistein,3664,Gurzelen,BE,de
Jaberg,3629,Jaberg,BE,de
Kaufdorf,3126,Kaufdorf,BE,de
Kehrsatz,3122,Kehrsatz,BE,de
Belp,3123,Kehrsatz,BE,de
Gerzensee,3115,Kirchdorf (BE),BE,de
Kirchdorf BE,3116,Kirchdorf (BE),BE,de
Mühledorf BE,3116,Kirchdorf (BE),BE,de
Noflen BE,3116,Kirchdorf (BE),BE,de
Toffen,3125,Kirchdorf (BE),BE,de
Gelterfingen,3126,Kirchdorf (BE),BE,de
Kiesen,3629,Kirchdorf (BE),BE,de
Zimmerwald,3086,Niedermuhlern,BE,de
Niedermuhlern,3087,Niedermuhlern,BE,de
Rüti b. Riggisberg,3099,Riggisberg,BE,de
Rümligen,3128,Riggisberg,BE,de
Riggisberg,3132,Riggisberg,BE,de
Burgistein,3664,Riggisberg,BE,de
Niedermuhlern,3087,Rüeggisberg,BE,de
Rüeggisberg,3088,Rüeggisberg,BE,de
Oberbütschel,3088,Rüeggisberg,BE,de
Hinterfultigen,3089,Rüeggisberg,BE,de
Rüti b. Riggisberg,3099,Rüeggisberg,BE,de
Riggisberg,3132,Rüeggisberg,BE,de
Rüschegg Heubach,3154,Rüeggisberg,BE,de
Helgisried-Rohrbach,3155,Rüeggisberg,BE,de
Seftigen,3662,Seftigen,BE,de
Belp,3123,Toffen,BE,de
Toffen,3125,Toffen,BE,de
Kaufdorf,3126,Toffen,BE,de
Uttigen,3628,Uttigen,BE,de
Burgistein,3664,Wattenwil,BE,de
Wattenwil,3665,Wattenwil,BE,de
Zimmerwald,3086,Wald (BE),BE,de
Englisberg,3086,Wald (BE),BE,de
Niedermuhlern,3087,Wald (BE),BE,de
Oberbalm,3096,Wald (BE),BE,de
Mühlethurnen,3127,Thurnen,BE,de
Lohnstorf,3127,Thurnen,BE,de
Kirchenthurnen,3128,Thurnen,BE,de
Aeschau,3536,Eggiwil,BE,de
Eggiwil,3537,Eggiwil,BE,de
Langnau im Emmental,3550,Eggiwil,BE,de
Süderen,3618,Eggiwil,BE,de
Schangnau,6197,Eggiwil,BE,de
Schüpbach,3535,Langnau im Emmental,BE,de
Emmenmatt,3543,Langnau im Emmental,BE,de
Langnau im Emmental,3550,Langnau im Emmental,BE,de
Oberfrittenbach,3551,Langnau im Emmental,BE,de
Bärau,3552,Langnau im Emmental,BE,de
Gohl,3553,Langnau im Emmental,BE,de
Trubschachen,3555,Langnau im Emmental,BE,de
Landiswil,3434,Lauperswil,BE,de
Zollbrück,3436,Lauperswil,BE,de
Lauperswil,3438,Lauperswil,BE,de
Emmenmatt,3543,Lauperswil,BE,de
Langnau im Emmental,3550,Lauperswil,BE,de
Oberfrittenbach,3551,Lauperswil,BE,de
Bowil,3533,Röthenbach im Emmental,BE,de
Eggiwil,3537,Röthenbach im Emmental,BE,de
Röthenbach im Emmental,3538,Röthenbach im Emmental,BE,de
Heimenschwand,3615,Röthenbach im Emmental,BE,de
Süderen,3618,Röthenbach im Emmental,BE,de
Lützelflüh-Goldbach,3432,Rüderswil,BE,de
Schwanden im Emmental,3433,Rüderswil,BE,de
Zollbrück,3436,Rüderswil,BE,de
Rüderswil,3437,Rüderswil,BE,de
Lauperswil,3438,Rüderswil,BE,de
Ranflüh,3439,Rüderswil,BE,de
Heimisbach,3453,Rüderswil,BE,de
Schangnau,6197,Schangnau,BE,de
Signau,3534,Signau,BE,de
Schüpbach,3535,Signau,BE,de
Emmenmatt,3543,Signau,BE,de
Eggiwil,3537,Trub,BE,de
Bärau,3552,Trub,BE,de
Trubschachen,3555,Trub,BE,de
Trub,3556,Trub,BE,de
Fankhaus (Trub),3557,Trub,BE,de
Eggiwil,3537,Trubschachen,BE,de
Trubschachen,3555,Trubschachen,BE,de
Trub,3556,Trubschachen,BE,de
Amsoldingen,3633,Amsoldingen,BE,de
Blumenstein,3638,Blumenstein,BE,de
Unterlangenegg,3614,Buchholterberg,BE,de
Heimenschwand,3615,Buchholterberg,BE,de
Süderen,3618,Buchholterberg,BE,de
Bleiken b. Oberdiessbach,3674,Buchholterberg,BE,de
Schwarzenegg,3616,Eriz,BE,de
Eriz,3619,Eriz,BE,de
Schangnau,6197,Eriz,BE,de
Steffisburg,3612,Fahrni,BE,de
Fahrni b. Thun,3617,Fahrni,BE,de
Heiligenschwendi,3625,Heiligenschwendi,BE,de
Steffisburg,3613,Heimberg,BE,de
Heimberg,3627,Heimberg,BE,de
Brenzikofen,3671,Heimberg,BE,de
Thun,3600,Hilterfingen,BE,de
Heiligenschwendi,3625,Hilterfingen,BE,de
Hünibach,3626,Hilterfingen,BE,de
Hilterfingen,3652,Hilterfingen,BE,de
Homberg b. Thun,3622,Homberg,BE,de
Eriz,3619,Horrenbach-Buchen,BE,de
Horrenbach,3623,Horrenbach-Buchen,BE,de
Buchen BE,3623,Horrenbach-Buchen,BE,de
Hilterfingen,3652,Oberhofen am Thunersee,BE,de
Oberhofen am Thunersee,3653,Oberhofen am Thunersee,BE,de
Gunten,3654,Oberhofen am Thunersee,BE,de
Schwarzenegg,3616,Oberlangenegg,BE,de
Süderen,3618,Oberlangenegg,BE,de
Pohlern,3638,Pohlern,BE,de
Eriz,3619,Sigriswil,BE,de
Teuffenthal b. Thun,3623,Sigriswil,BE,de
Gunten,3654,Sigriswil,BE,de
Sigriswil,3655,Sigriswil,BE,de
Tschingel ob Gunten,3656,Sigriswil,BE,de
Aeschlen ob Gunten,3656,Sigriswil,BE,de
Ringoldswil,3656,Sigriswil,BE,de
Schwanden (Sigriswil),3657,Sigriswil,BE,de
Merligen,3658,Sigriswil,BE,de
Steffisburg,3612,Steffisburg,BE,de
Steffisburg,3613,Steffisburg,BE,de
Fahrni b. Thun,3617,Steffisburg,BE,de
Schwendibach,3624,Steffisburg,BE,de
Heimberg,3627,Steffisburg,BE,de
Teuffenthal b. Thun,3623,Teuffenthal (BE),BE,de
Amsoldingen,3633,Thierachern,BE,de
Thierachern,3634,Thierachern,BE,de
Uebeschi,3635,Thierachern,BE,de
Längenbühl,3636,Thierachern,BE,de
Thun,3600,Thun,BE,de
Thun,3603,Thun,BE,de
Thun,3604,Thun,BE,de
Thun,3608,Thun,BE,de
Steffisburg,3612,Thun,BE,de
Goldiwil (Thun),3624,Thun,BE,de
Hünibach,3626,Thun,BE,de
Gwatt (Thun),3645,Thun,BE,de
Höfen b. Thun,3631,Uebeschi,BE,de
Uebeschi,3635,Uebeschi,BE,de
Uetendorf,3661,Uetendorf,BE,de
Unterlangenegg,3614,Unterlangenegg,BE,de
Schwarzenegg,3616,Unterlangenegg,BE,de
Süderen,3618,Wachseldorn,BE,de
Zwieselberg,3645,Zwieselberg,BE,de
Längenbühl,3636,Forst-Längenbühl,BE,de
Forst b. Längenbühl,3636,Forst-Längenbühl,BE,de
Gurzelen,3663,Forst-Längenbühl,BE,de
Wattenwil,3665,Forst-Längenbühl,BE,de
Kaltacker,3413,Affoltern im Emmental,BE,de
Affoltern im Emmental,3416,Affoltern im Emmental,BE,de
Rüegsbach,3418,Affoltern im Emmental,BE,de
Weier im Emmental,3462,Affoltern im Emmental,BE,de
Häusernmoos im Emmental,3463,Affoltern im Emmental,BE,de
Schmidigen-Mühleweg,3464,Affoltern im Emmental,BE,de
Häusernmoos im Emmental,3463,Dürrenroth,BE,de
Schmidigen-Mühleweg,3464,Dürrenroth,BE,de
Dürrenroth,3465,Dürrenroth,BE,de
Walterswil BE,4942,Dürrenroth,BE,de
Huttwil,4950,Eriswil,BE,de
Eriswil,4952,Eriswil,BE,de
