ville,canton,prix,metres_carres,type,nbr_pieces
Neuchâtel,NE,890,28,Studio,
Prangins,VD,2120,83,Appartement ,3.5
Frauenkappelen,BE,1428,55,Appartement ,2.5
Le Grand-Saconnex,GE,8900,330,Maison ,9.0
La Chaux-de-Fonds,NE,465,35,Appartement ,1.0
Tafers,FR,1390,76,Appartement ,2.5
Zürich,ZH,1820,25,Appartement ,1.5
Muttenz,BL,1350,81,Appartement ,3.5
Neuchâtel,NE,1340,61,Appartement ,2.5
Vernier,GE,4069,109,Appartement ,6.0
Vernier,GE,1800,52,Appartement ,3.0
Winterthur,ZH,2280,110,Duplex ,2.5
Zürich,ZH,1830,42,Appartement ,2.0
Münchenstein,BL,1303,57,Appartement ,3.0
Saint-Sulpice,VD,1310,67,Appartement ,3.0
Penthaz,VD,3200,154,Maison contiguë ,4.5
Le Grand-Saconnex,GE,3190,80,Appartement meublé ,4.0
Pfäffikon,ZH,1688,94,Appartement ,4.5
Zürich,ZH,2440,75,Appartement ,2.5
Thun,BE,1190,84,Appartement ,3.5
Frauenkappelen,BE,1600,73,Appartement ,4.0
Benken,SG,1884,107,Appartement ,4.5
Schaffhausen,SH,1778,100,Appartement ,3.5
La Tour-de-Peilz,VD,3900,197,Appartement ,5.5
Villars-sur-Glâne,FR,1500,65,Appartement ,2.5
Vernier,GE,5883,183,Appartement ,7.0
Vernier,GE,5200,170,Appartement ,6.5
Gibloux,FR,1790,90,Appartement ,3.5
Aarburg,AG,2000,105,Appartement ,4.5
Oberengstringen,ZH,2780,121,Duplex ,4.5
Steckborn,TG,2720,110,Appartement ,3.5
Pratteln,BL,2040,120,Duplex ,3.5
Vernier,GE,3200,91,Appartement ,3.5
Coppet,VD,7000,220,Maison ,6.5
Etagnières,VD,2050,82,Appartement ,3.5
Cossonay,VD,2382,120,Appartement ,5.5
Vouvry,VS,1200,80,Appartement ,3.5
Avenches,VD,1950,98,Appartement ,4.5
Schwerzenbach,ZH,3696,70,Appartement meublé ,9.0
Montreux,VD,1850,90,Dernier étage ,4.5
Villars-le-Terroir,VD,2100,120,Appartement ,4.5
Therwil,BL,1300,52,Appartement ,1.5
Baden,AG,2530,90,Loft ,2.5
Courtelary,BE,1350,160,Appartement ,5.5
Zeiningen,AG,1900,90,Duplex ,3.0
Uster,ZH,3120,114,Appartement ,4.5
Toffen,BE,1970,102,Appartement ,4.5
Ollon,VD,1390,61,Appartement ,2.0
Grandson,VD,1050,49,Appartement ,2.0
Meyrin,GE,2300,55,Appartement meublé ,3.0
Payerne,VD,1170,73,Appartement ,3.5
Meyrin,GE,2360,69,Appartement ,3.5
Haute-Sorne,JU,1895,150,Appartement ,6.5
Gossau,SG,1650,35,Appartement meublé ,1.0
Le Locle,NE,700,100,Appartement ,4.0
Schaffhausen,SH,1620,90,Maison contiguë ,3.5
Baden,AG,1200,45,Appartement ,1.0
Chardonne,VD,1200,60,Appartement ,2.5
Gommiswald,SG,2400,95,Appartement ,3.5
Plan-les-Ouates,GE,1250,23,Appartement ,1.0
Vernier,GE,6950,190,Maison ,7.0
Chamoson,VS,960,64,Appartement ,2.5
Luzern,LU,1540,98,Appartement ,3.5
Sierre,VS,1140,60,Appartement ,3.5
Lyss,BE,1400,74,Dernier étage ,3.5
Saint-Prex,VD,820,24,Appartement ,1.0
Zürich,ZH,3870,116,Appartement ,5.0
Genève,GE,1993,60,Appartement ,3.0
Saint-Sulpice,VD,1750,67,Appartement ,3.5
Saint-Sulpice,VD,2400,92,Appartement ,4.0
Gossau,SG,1250,104,Appartement ,4.5
Selzach,SO,990,86,Duplex ,3.0
Montreux,VD,3370,195,Appartement ,4.5
Genthod,GE,7500,173,Maison ,7.5
Veyrier,GE,7100,190,Maison ,8.0
Vernier,GE,3300,86,Appartement ,4.0
Vernier,GE,2300,78,Attique ,4.0
Bütschwil-Ganterschwil,SG,1110,85,Dernier étage ,4.5
Schänis,SG,1200,65,Appartement ,2.5
Saint-Sulpice,VD,1380,50,Appartement ,2.5
Arbon,TG,2190,138,Appartement ,4.5
Tafers,FR,1540,73,Appartement ,3.5
Sion,VS,1195,60,Appartement ,2.5
Volketswil,ZH,240,80,Appartement ,3.5
Vevey,VD,2055,84,Appartement ,3.5
Orzens,VD,1990,110,Maison ,5.5
Gossau,SG,1250,89,Appartement meublé ,4.5
Münchenstein,BL,2500,105,Appartement ,3.5
Schwerzenbach,ZH,2163,82,Appartement ,4.5
Saint-Imier,BE,1000,140,Duplex ,4.5
Genève,GE,2200,79,Appartement ,3.0
Suhr,AG,1240,65,Appartement ,3.5
Toffen,BE,1350,74,Appartement ,2.5
Zürich,ZH,2918,70,Appartement ,2.0
Saint-Sulpice,VD,1570,61,Appartement ,2.5
Cortaillod,NE,3820,171,Villa ,5.5
Jussy,GE,2600,85,Appartement ,5.0
Cossonay,VD,2250,86,Appartement ,3.5
Vernier,GE,9618,249,Appartement ,8.0
Zürich,ZH,2400,62,Appartement meublé ,2.5
Saint-Sulpice,VD,4000,100,Appartement ,3.5
La Sarraz,VD,3800,130,Maison jumelée ,5.5
Fully,VS,2700,146,Attique ,4.5
Saint-Livres,VD,1900,109,Appartement ,4.5
Mendrisio,TI,940,68,Appartement ,3.5
Saint-Sulpice,VD,1690,93,Appartement ,3.5
Vernier,GE,1400,30,Appartement ,2.0
Vernier,GE,2900,81,Appartement ,4.0
Saint-Cergue,VD,1850,75,Appartement ,3.5
Sulgen,TG,2040,180,Dernier étage ,5.5
Neckertal,SG,1950,150,Attique ,4.5
Steffisburg,BE,1370,56,Appartement ,2.5
Chessel,VD,1250,47,Appartement ,2.5
Ebikon,LU,3300,146,Maison ,5.5
Montanaire,VD,2000,110,Appartement ,4.0
Vordemwald,AG,2500,140,Duplex ,5.5
Val-de-Ruz,NE,1750,115,Appartement ,4.5
Saint-Cergue,VD,2300,85,Appartement ,3.5
Chardonne,VD,2100,110,Appartement ,4.5
Sant'Antonino,TI,2100,123,Appartement ,4.5
Hergiswil,NW,2750,95,Appartement ,2.5
Sins,AG,1910,94,Appartement ,3.5
Prangins,VD,6800,212,Maison ,6.0
Gilly,VD,3000,120,Appartement ,4.5
Münchenstein,BL,1300,54,Appartement ,2.5
Zürich,ZH,3600,130,Appartement ,3.5
Saint-Sulpice,VD,1620,56,Appartement ,2.0
Prangins,VD,1540,58,Appartement ,2.5
La Chaux-de-Fonds,NE,1310,90,Appartement ,4.0
Neyruz,FR,1650,123,Appartement ,4.5
Zürich,ZH,1680,22,Appartement ,1.0
Puplinge,GE,2359,113,Appartement ,6.0
Saxon,VS,1250,90,Appartement ,4.5
Savigny,VD,6300,141,Appartement ,4.5
Renens,VD,1450,65,Appartement ,2.5
Münchenstein,BL,1910,78,Appartement ,3.5
Uzwil,SG,1400,107,Appartement ,4.5
Zürich,ZH,1580,78,Appartement ,4.5
Yverdon-les-Bains,VD,870,27,Appartement ,1.0
Saint-Sulpice,VD,394,74,Appartement ,4.0
Neuchâtel,NE,1450,94,Appartement ,3.5
Zürich,ZH,2500,73,Appartement ,2.5
Grenchen,SO,1320,61,Attique ,2.5
Prangins,VD,1000,25,Studio,
Saint-Sulpice,VD,1300,92,Appartement ,2.0
Ilanz/Glion,GR,2081,109,Appartement ,4.5
Pratteln,BL,1410,80,Appartement ,4.5
Worb,BE,1650,105,Appartement ,4.5
Pully,VD,2080,85,Appartement ,4.5
Saint-Sulpice,VD,3440,116,Appartement ,5.0
Zürich,ZH,1420,45,Appartement ,1.0
Tafers,FR,1130,48,Appartement ,2.5
Choulex,GE,4700,120,Maison ,5.0
Tafers,FR,1205,67,Appartement ,2.5
Plan-les-Ouates,GE,2025,83,Appartement ,5.0
Arzier-Le Muids,VD,8500,240,Appartement meublé ,7.0
Saint-Cergue,VD,1950,75,Appartement ,3.5
La Rippe,VD,4600,311,Appartement meublé ,6.5
Chénens,FR,1800,115,Appartement ,3.5
Villars-le-Terroir,VD,1510,47,Appartement ,2.0
Val-de-Travers,NE,1300,65,Appartement ,4.5
Aarburg,AG,1190,80,Dernier étage ,2.5
Villars-le-Terroir,VD,2250,147,Dernier étage ,5.5
Bellinzona,TI,1750,120,Appartement ,4.5
Vernier,GE,3000,115,Appartement ,7.0
Payerne,VD,1620,132,Duplex ,4.5
Vernier,GE,1630,40,Appartement ,3.0
Vernier,GE,1200,33,Appartement ,2.0
Saint-Sulpice,VD,1410,72,Appartement ,3.5
Crans-Montana,VS,950,17,Studio ,1.5
Gland,VD,2417,92,Appartement ,4.5
Saint-Imier,BE,850,95,Appartement ,4.0
Saint-Sulpice,VD,1390,49,Appartement ,2.5
Saint-Sulpice,VD,1770,78,Appartement ,3.0
Frauenkappelen,BE,1400,50,Chambre ,1.5
Plan-les-Ouates,GE,3900,148,Appartement ,5.0
Münchenbuchsee,BE,1320,61,Appartement ,2.5
Cortaillod,NE,800,39,Appartement ,2.0
Chavannes-des-Bois,VD,4250,117,Villa ,5.0
Remaufens,FR,1290,64,Appartement ,2.5
Zürich,ZH,4600,124,Duplex ,4.5
Kerns,OW,1890,129,Appartement ,4.5
Semsales,FR,1230,69,Appartement ,2.5
Wigoltingen,TG,1250,100,Dernier étage ,4.0
Bussigny,VD,2650,106,Appartement ,4.5
Frauenkappelen,BE,1190,69,Appartement ,3.0
Saint-Sulpice,VD,890,20,Appartement ,1.5
Marly,FR,1790,89,Appartement ,3.5
Etagnières,VD,2250,102,Appartement ,4.5
Chavannes-de-Bogis,VD,3350,90,Appartement ,4.5
Sion,VS,1600,102,Appartement ,4.5
Ayent,VS,1890,68,Chalet ,4.5
Vernier,GE,2985,75,Appartement ,4.0
Grenchen,SO,860,60,Appartement ,3.0
Lupfig,AG,1450,83,Duplex ,3.5
Vernier,GE,1420,40,Appartement ,2.3
Saint-Sulpice,VD,1280,43,Appartement ,2.5
Saint-Sulpice,VD,1480,60,Appartement ,2.5
Gossau,SG,1550,120,Appartement ,4.5
Ostermundigen,BE,1600,80,Appartement ,4.5
Winterthur,ZH,1870,78,Appartement ,3.5
Vernier,GE,2800,52,Appartement meublé ,2.0
Meyrin,GE,2000,40,Appartement ,2.0
Semsales,FR,1390,80,Appartement ,3.5
Saint-Sulpice,VD,1230,38,Appartement ,1.5
Perroy,VD,2050,63,Appartement ,2.5
La Rippe,VD,1200,51,Appartement ,2.5
Saint-Sulpice,VD,2490,109,Appartement ,4.5
Collombey-Muraz,VS,1470,99,Appartement ,4.5
Gambarogno,TI,1380,125,Appartement ,3.5
Sigriswil,BE,1450,90,Appartement ,5.5
Crans,VD,4100,183,Appartement ,6.5
Pully,VD,3523,100,Appartement meublé ,3.5
Bourg-en-Lavaux,VD,6900,220,Villa ,6.5
Neuchâtel,NE,1300,79,Appartement ,2.5
Cossonay,VD,2650,98,Appartement ,4.5
Saint-Sulpice,VD,3700,110,Appartement ,5.0
Saint-Sulpice,VD,3250,138,Appartement ,5.0
Gland,VD,7260,140,Appartement meublé ,4.5
Saint-Sulpice,VD,820,26,Appartement ,1.5
Renens,VD,1700,82,Appartement ,4.0
Allschwil,BL,2390,121,Appartement ,4.5
Vernier,GE,1400,33,Appartement ,2.0
Vernier,GE,6000,135,Appartement ,7.0
Muttenz,BL,1200,56,Appartement ,2.5
Meggen,LU,2660,107,Attique ,4.5
Payerne,VD,1100,75,Appartement ,3.5
Illnau-Effretikon,ZH,1386,67,Appartement ,3.0
Avenches,VD,1250,76,Appartement ,3.0
Vernier,GE,1660,15,Appartement meublé ,1.0
Vernier,GE,2850,91,Appartement ,4.0
Vernier,GE,3600,105,Appartement ,4.0
Bussigny,VD,1700,75,Appartement ,3.0
Vernier,GE,8800,275,Appartement ,7.0
Rolle,VD,4890,185,Appartement ,5.5
Vernier,GE,4450,140,Appartement ,6.0
Vernier,GE,1600,71,Appartement ,4.0
Arogno,TI,1380,96,Appartement ,4.5
Mollens,VD,2550,225,Maison ,7.5
Wiedlisbach,BE,1300,135,Dernier étage ,3.5
Münchwilen,TG,630,25,Appartement ,1.5
Dielsdorf,ZH,1450,80,Appartement meublé ,3.5
Schaffhausen,SH,1176,70,Appartement ,3.5
Liestal,BL,2550,124,Appartement ,4.5
Yverdon-les-Bains,VD,1350,55,Appartement ,3.0
Niederbipp,BE,1646,120,Duplex ,3.5
Vulliens,VD,2350,160,Maison ,4.0
Thayngen,SH,1630,91,Appartement ,3.5
Lugano,TI,1030,61,Appartement ,2.5
Winterthur,ZH,2597,101,Attique ,3.5
Vernier,GE,1470,40,Appartement ,2.0
Zürich,ZH,1300,58,Appartement ,3.0
Holderbank,SO,1190,56,Appartement ,2.0
La Tour-de-Peilz,VD,1990,82,Appartement ,4.5
Vernier,GE,2500,65,Appartement ,3.0
Jongny,VD,2650,108,Appartement ,4.5
Crans-Montana,VS,1100,45,Appartement ,1.0
Mont-sur-Rolle,VD,2565,117,Appartement ,3.5
Le Mont-sur-Lausanne,VD,2450,80,Appartement ,3.5
Rapperswil-Jona,SG,1550,84,Appartement ,3.5
Escholzmatt-Marbach,LU,1975,165,Duplex ,8.5
Thörigen,BE,1500,100,Appartement ,4.5
Saint-Prex,VD,3600,130,Appartement ,3.5
Wohlen bei Bern,BE,1776,86,Appartement ,3.5
Neuchâtel,NE,2900,144,Appartement meublé ,6.0
Payerne,VD,1890,180,Duplex ,4.5
Froideville,VD,1375,54,Appartement ,2.5
Escholzmatt-Marbach,LU,1500,94,Dernier étage ,3.5
Morges,VD,3650,114,Appartement ,4.5
Fischbach-Göslikon,AG,2426,176,Duplex ,5.5
Welschenrohr-Gänsbrunnen,SO,1640,130,Dernier étage ,4.0
Arth,SZ,2600,125,Appartement ,4.5
Vernier,GE,6950,190,Villa ,7.0
Wollerau,SZ,4520,115,Appartement ,4.5
Sion,VS,2700,60,Appartement meublé ,5.0
Massongex,VS,2000,73,Villa ,4.5
Saint-Maurice,VS,1640,91,Appartement ,3.5
Froideville,VD,1994,85,Appartement ,3.5
Münchenstein,BL,1530,70,Appartement ,3.5
La Chaux-de-Fonds,NE,1160,74,Appartement ,3.5
Prangins,VD,2530,116,Appartement ,5.5
Genève,GE,1850,45,Appartement ,3.0
Twann-Tüscherz,BE,1220,107,Appartement ,3.5
La Chaux-de-Fonds,NE,955,70,Appartement ,3.0
Tafers,FR,1935,103,Appartement ,4.5
Massongex,VS,990,67,Appartement ,3.0
Massagno,TI,1432,65,Appartement ,3.5
Wil,ZH,1610,81,Appartement ,3.5
Frauenkappelen,BE,1530,53,Appartement ,2.5
Zürich,ZH,1490,29,Appartement ,1.0
Neuchâtel,NE,2400,127,Appartement ,5.5
Vernier,GE,1948,50,Appartement ,3.0
Sion,VS,770,21,Studio ,1.0
Riddes,VS,710,42,Appartement ,1.5
Saint-Sulpice,VD,1500,59,Appartement ,2.0
Sion,VS,980,76,Studio ,1.5
Vernier,GE,1283,33,Appartement ,2.0
Prangins,VD,2010,78,Appartement ,3.0
Semsales,FR,1680,116,Appartement ,4.5
Le Chenit,VD,740,31,Appartement ,2.0
La Tour-de-Peilz,VD,1550,46,Appartement ,2.5
Vernier,GE,1970,52,Appartement ,3.0
Saint-Sulpice,VD,1300,46,Appartement ,2.0
Winterthur,ZH,1250,58,Appartement ,2.5
Opfikon,ZH,2340,83,Attique ,2.5
Sion,VS,1510,89,Appartement ,3.5
Bussigny,VD,1530,54,Appartement ,2.5
Matran,FR,1220,53,Appartement ,2.5
Oberkulm,AG,1293,60,Appartement ,2.5
Yverdon-les-Bains,VD,850,22,Appartement ,1.0
Vernier,GE,7000,190,Appartement ,7.0
Mies,VD,15000,308,Villa ,8.5
Gossau,SG,1290,135,Dernier étage ,4.5
Tannay,VD,6200,150,Maison ,5.0
Orbe,VD,950,44,Appartement ,2.0
Massongex,VS,1695,102,Appartement ,4.5
Tafers,FR,1750,90,Attique ,4.0
Vufflens-la-Ville,VD,2750,120,Attique ,4.5
Satigny,GE,4900,173,Appartement ,5.5
Ayent,VS,1290,50,Chalet ,3.5
Saint-Sulpice,VD,2250,78,Appartement ,4.0
Vernier,GE,4250,150,Appartement ,5.0
Vernier,GE,3000,74,Appartement ,4.0
Démoret,VD,3500,275,Maison contiguë ,11.0
Arzier-Le Muids,VD,1570,68,Appartement ,3.0
Montreux,VD,2550,100,Appartement ,3.0
Bergün Filisur,GR,1200,75,Appartement meublé ,3.5
Val-de-Travers,NE,1300,60,Appartement ,4.5
Saint-Sulpice,VD,2050,80,Dernier étage ,2.0
Vernier,GE,2795,89,Appartement ,5.0
Val-de-Ruz,NE,770,50,Studio ,1.0
Vernier,GE,1200,23,Appartement ,1.5
Gommiswald,SG,1750,68,Appartement ,2.5
Vevey,VD,1750,82,Appartement ,3.5
Frauenkappelen,BE,3205,130,Appartement ,4.0
Vernier,GE,13350,250,Appartement ,8.0
Lausanne,VD,1630,56,Appartement ,2.5
Saint-Sulpice,VD,2600,95,Appartement ,4.5
Cossonay,VD,2350,88,Duplex ,3.5
Meggen,LU,3850,201,Appartement ,5.0
Montreux,VD,2500,64,Appartement ,2.5
Günsberg,SO,1700,109,Appartement ,4.5
Haute-Sorne,JU,1400,130,Appartement ,4.0
Le Pâquier (FR),FR,1180,59,Appartement ,2.5
Amden,SG,1700,85,Appartement ,3.5
Zürich,ZH,1350,66,Appartement ,3.5
Bottmingen,BL,1130,54,Appartement ,2.0
Semsales,FR,1720,72,Appartement ,3.5
Plan-les-Ouates,GE,4550,150,Duplex ,5.0
Vernier,GE,1670,65,Appartement ,4.0
Saint-Sulpice,VD,1670,71,Appartement ,3.0
Vernier,GE,1390,37,Appartement ,2.0
Vernier,GE,1400,40,Appartement ,2.0
Widen,AG,1370,96,Appartement ,4.5
Uster,ZH,190,45,Appartement ,2.0
Greifensee,ZH,1680,90,Appartement ,3.5
Egg,ZH,1932,91,Appartement ,3.5
Lugano,TI,1190,75,Appartement ,3.5
Gossau,SG,1340,97,Appartement ,5.5
La Chaux-de-Fonds,NE,915,50,Appartement ,2.5
Tafers,FR,1580,90,Appartement ,3.5
Onex,GE,3250,125,Appartement ,5.0
Muttenz,BL,1520,65,Dernier étage ,2.5
Chardonne,VD,1290,50,Studio ,1.5
Saint-Sulpice,VD,1340,48,Appartement ,2.0
Genève,GE,1700,58,Appartement ,3.0
Sion,VS,1200,58,Appartement ,2.5
La Grande Béroche,NE,1290,65,Appartement ,3.5
Tafers,FR,1250,59,Appartement ,2.5
La Chaux-de-Fonds,NE,740,51,Appartement ,2.5
Rothenfluh,BL,1600,136,Duplex ,3.5
Zizers,GR,3760,281,Maison ,7.5
Willisau,LU,1450,120,Dernier étage ,3.5
Bütschwil-Ganterschwil,SG,890,56,Appartement ,3.0
Frauenkappelen,BE,1000,120,Appartement ,5.0
Bussigny,VD,2500,120,Appartement ,4.0
Vernier,GE,1150,40,Appartement ,2.0
Yverdon-les-Bains,VD,1650,75,Appartement ,4.0
Lyss,BE,890,44,Appartement ,2.0
Tannay,VD,8300,165,Maison ,7.0
Seedorf,BE,980,60,Appartement ,3.0
Arzier-Le Muids,VD,1760,85,Appartement ,4.0
Kilchberg,ZH,1920,84,Appartement ,3.5
Orbe,VD,1199,75,Appartement ,3.0
Köniz,BE,1720,89,Appartement ,3.0
Saint-Sulpice,VD,1750,70,Appartement ,3.5
Saint-Sulpice,VD,3000,120,Villa ,4.5
Büsserach,SO,1510,102,Appartement ,4.5
Genthod,GE,6000,170,Maison ,8.0
Hünenberg,ZG,3800,161,Duplex ,5.5
Wohlen bei Bern,BE,1422,64,Appartement ,2.5
Champéry,VS,4500,124,Appartement meublé ,4.0
Vernier,GE,2149,67,Appartement ,3.0
Collonge-Bellerive,GE,5500,110,Attique ,5.0
Le Mont-sur-Lausanne,VD,1100,28,Studio ,1.0
Saint-Cergue,VD,1750,80,Appartement meublé ,2.5
Tafers,FR,1350,83,Appartement ,3.5
Münchenstein,BL,1800,40,Loft ,2.0
Allschwil,BL,1140,55,Appartement ,2.0
Saint-Sulpice,VD,3200,120,Attique ,4.5
Gland,VD,2950,123,Attique ,4.5
Gilly,VD,3000,140,Appartement ,4.5
Alto Malcantone,TI,990,80,Appartement ,3.0
Schwerzenbach,ZH,2500,110,Appartement ,3.5
Roches,BE,1250,90,Appartement ,3.5
Reitnau,AG,1781,130,Appartement ,3.5
La Chaux-de-Fonds,NE,720,43,Appartement ,2.5
Le Grand-Saconnex,GE,3293,100,Appartement ,4.5
La Chaux-de-Fonds,NE,570,49,Appartement ,2.0
Jongny,VD,3500,160,Appartement ,3.5
Frauenkappelen,BE,1542,62,Appartement ,2.0
Vernier,GE,2850,98,Appartement ,4.5
Mauraz,VD,2150,192,Loft ,2.5
Zofingen,AG,1060,65,Appartement ,3.0
Frauenkappelen,BE,910,26,Appartement ,1.0
Saint-Imier,BE,1100,90,Appartement ,4.5
Gossau,SG,2370,150,Attique ,4.5
Chavornay,VD,1030,42,Appartement ,1.0
Vevey,VD,1811,87,Appartement ,4.0
Pully,VD,2100,91,Appartement ,3.5
Corsier,GE,4500,200,Appartement ,7.5
Saint-Sulpice,VD,1220,25,Appartement ,1.0
Vernier,GE,1330,30,Appartement ,2.0
Saint-Sulpice,VD,1930,57,Appartement ,2.0
Céligny,GE,1700,180,Maison ,5.0
Muttenz,BL,3500,160,Maison ,5.5
Pregny-Chambésy,GE,3470,117,Appartement ,4.0
Versoix,GE,3000,120,Appartement ,5.5
Chessel,VD,1390,59,Appartement ,2.5
Saint-Sulpice,VD,980,31,Appartement ,1.5
Le Locle,NE,1020,88,Appartement ,3.5
Vouvry,VS,2100,145,Appartement ,4.5
Rolle,VD,1470,50,Appartement ,2.5
Rolle,VD,1528,64,Appartement ,2.5
Grancy,VD,1800,83,Appartement ,3.5
Vordemwald,AG,600,23,Appartement ,1.5
Remaufens,FR,1530,84,Appartement ,3.5
Saint-Sulpice,VD,800,41,Appartement ,2.0
La Chaux-de-Fonds,NE,1160,81,Appartement ,3.0
Tafers,FR,1345,46,Appartement ,2.5
Lancy,GE,2500,84,Appartement ,4.5
Zürich,ZH,2342,76,Appartement ,2.5
La Chaux-de-Fonds,NE,465,29,Appartement ,1.0
Zihlschlacht-Sitterdorf,TG,1210,92,Dernier étage ,3.5
Vernier,GE,4280,120,Appartement ,6.5
Semsales,FR,1170,66,Appartement ,3.5
Gibloux,FR,1070,78,Appartement ,3.5
Renens,VD,1300,50,Appartement ,2.0
Saint-Sulpice,VD,950,34,Appartement ,1.5
Ollon,VD,2800,50,Appartement ,2.0
Vernier,GE,1750,21,Studio ,1.0
Zürich,ZH,1545,51,Appartement ,2.0
Münchenstein,BL,1350,68,Appartement ,3.0
Rüfenach,AG,1930,115,Attique ,4.5
Payerne,VD,1700,84,Appartement ,4.5
Sion,VS,1152,51,Appartement ,2.5
Saint-Sulpice,VD,1315,48,Appartement ,2.0
Münchenstein,BL,200,23,Mansarde,
Gossau,SG,970,68,Appartement ,3.0
Sion,VS,1030,62,Appartement ,3.5
Untersiggenthal,AG,2275,130,Appartement ,3.5
Lutry,VD,1350,57,Attique ,2.5
Genève,GE,6950,200,Maison ,8.0
Corcelles-le-Jorat,VD,3200,141,Attique ,5.0
Haute-Sorne,JU,1400,220,Appartement ,4.5
Montreux,VD,1605,85,Appartement ,3.0
Bernex,GE,1900,75,Appartement ,5.0
Crans,VD,4100,183,Duplex ,4.5
Vernier,GE,3490,116,Appartement ,4.0
Le Locle,NE,845,90,Appartement ,4.5
Neunkirch,SH,1920,134,Duplex ,4.5
Bellinzona,TI,1950,120,Appartement ,4.5
Willisau,LU,1250,95,Dernier étage ,3.5
Develier,JU,1500,95,Appartement ,4.5
Gossau,SG,1320,90,Appartement ,4.5
Gossau,SG,1580,87,Appartement ,4.5
Develier,JU,1050,30,Appartement ,1.5
Veytaux,VD,3800,230,Duplex ,7.5
Cottens,FR,2260,124,Appartement ,4.5
Savigny,VD,3000,100,Appartement ,3.5
Zürich,ZH,2394,68,Appartement ,2.5
Prangins,VD,2580,80,Appartement ,2.5
Saint-Sulpice,VD,4650,172,Appartement ,6.5
Chardonne,VD,1800,70,Chalet ,4.5
Uttwil,TG,1666,91,Appartement ,3.5
La Tour-de-Peilz,VD,1290,44,Appartement ,2.0
Trüllikon,ZH,1650,160,Appartement ,9.5
Saxon,VS,1350,60,Appartement ,1.5
Köniz,BE,2430,92,Appartement ,3.5
Chamoson,VS,800,29,Appartement ,1.5
Zürich,ZH,1960,80,Appartement ,3.5
Münchenstein,BL,1720,71,Appartement ,2.5
Le Grand-Saconnex,GE,5500,171,Appartement ,5.0
Vernier,GE,5600,135,Appartement ,5.0
Satigny,GE,4900,173,Duplex ,5.5
Ardon,VS,1270,54,Appartement ,2.5
Le Grand-Saconnex,GE,8900,330,Maison jumelée ,9.0
Riddes,VS,5000,120,Chalet ,6.5
Saxon,VS,1400,80,Appartement ,3.5
Renens,VD,3300,146,Appartement ,4.5
Saint-Sulpice,VD,725,34,Appartement ,1.0
Buchs,AG,624,30,Appartement ,1.0
Lausanne,VD,1900,73,Appartement ,3.5
St. Margrethen,SG,1150,80,Appartement ,4.0
Cortaillod,NE,1600,65,Appartement ,3.0
Flims,GR,2200,87,Appartement meublé ,3.5
Rorschach,SG,950,42,Appartement ,2.0
Spreitenbach,AG,2190,87,Loft ,1.0
Neckertal,SG,1900,120,Duplex ,5.5
Buchegg,SO,1450,135,Dernier étage ,4.5
Neckertal,SG,850,45,Appartement ,1.5
Gossau,SG,2050,50,Appartement meublé ,2.0
Zermatt,VS,3500,118,Appartement ,4.0
Bussigny,VD,2230,95,Appartement ,4.0
Gilly,VD,4100,173,Duplex ,6.5
Massongex,VS,2250,125,Chalet ,3.5
Roches,BE,820,65,Appartement ,3.5
Leytron,VS,1470,89,Appartement ,3.5
Montreux,VD,3500,82,Appartement ,3.5
Villaz,FR,1602,108,Appartement ,4.5
Riehen,BS,950,57,Appartement ,2.0
Riehen,BS,1470,73,Appartement ,3.5
Tafers,FR,1260,79,Appartement ,3.0
Crans-Montana,VS,1650,60,Appartement meublé ,2.5
Tafers,FR,1435,76,Appartement ,3.5
Chêne-Bourg,GE,3620,120,Appartement ,6.0
Knutwil,LU,1670,84,Appartement ,3.5
Meggen,LU,1300,60,Appartement ,3.0
Birr,AG,3500,201,Maison contiguë ,5.5
Sion,VS,1120,56,Appartement ,2.5
Hauptwil-Gottshaus,TG,1330,100,Appartement ,5.0
Savigny,VD,1200,49,Appartement ,2.0
Vernier,GE,3500,120,Appartement ,4.5
Vernier,GE,1551,88,Appartement ,5.0
Val-de-Ruz,NE,800,40,Studio ,1.0
Le Locle,NE,1200,115,Appartement ,4.5
Münchenstein,BL,855,30,Appartement ,1.5
Thundorf,TG,1980,115,Appartement ,4.5
La Chaux-de-Fonds,NE,550,20,Appartement ,1.5
Grandson,VD,1350,66,Appartement ,3.0
Vernier,GE,1900,44,Appartement ,1.0
Saint-Sulpice,VD,1970,79,Appartement ,3.0
Bottmingen,BL,1280,69,Appartement ,3.5
Val-de-Charmey,FR,1890,130,Appartement ,4.5
Genève,GE,2700,75,Appartement ,3.5
Senarclens,VD,1950,112,Appartement ,4.0
Cossonay,VD,1500,55,Appartement ,2.5
Bossonnens,FR,10500,550,Maison ,8.5
Saint-Cergue,VD,1200,24,Studio ,1.0
Echallens,VD,2400,150,Duplex ,5.0
Renens,VD,800,23,Studio ,1.0
Saint-Sulpice,VD,1730,70,Appartement ,3.0
Saint-Sulpice,VD,1345,54,Appartement ,2.0
Yverdon-les-Bains,VD,1693,93,Appartement ,3.0
Romanel-sur-Lausanne,VD,1400,43,Appartement ,2.5
Obfelden,ZH,1285,74,Appartement ,3.5
Sion,VS,1300,65,Appartement ,2.5
Alto Malcantone,TI,990,80,Appartement ,3.0
Vernier,GE,6950,190,Maison ,7.0
Le Mont-sur-Lausanne,VD,2360,100,Appartement ,4.0
Vernier,GE,3800,93,Appartement ,3.0
